Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2010.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,0
2010.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,397781
2010.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,670450
2010.03,Corporate business enterprises,141,Financial assets Closing balance Total financial assets,LE00000,AFA0000,248085
2010.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,27274
2010.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,3809
2010.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,69589
2010.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,77818
2010.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,1614
2010.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives,LE00000,AFA0700,4376
2010.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,63606
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,665760
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,22534
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,226004
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,354120
2010.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,5190
2010.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,57912
2010.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,422365
2010.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,238544
2010.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,183821
2010.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,4690
2010.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,670450
2010.03,Central bank,211,Closing balance total assets,LE00000,A000000,23728
2010.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,23672
2010.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1838
2010.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,19119
2010.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,1729
2010.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,139
2010.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2010.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,831
2010.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,16
2010.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,23728
2010.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,16714
2010.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2010.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,3484
2010.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2780
2010.03,Central bank,211,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Central bank,211,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,554
2010.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,196
2010.03,Central bank,211,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,56
2010.03,Central bank,211,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,40
2010.03,Central bank,211,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,16
2010.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2010.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,23728
2010.03,Registered banks,221,Closing balance total assets,LE00000,A000000,378043
2010.03,Registered banks,221,Financial assets Closing balance Total financial assets,LE00000,AFA0000,370882
2010.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11159
2010.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,31731
2010.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,299085
2010.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,563
2010.03,Registered banks,221,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Registered banks,221,Financial assets Closing balance financial derivatives,LE00000,AFA0700,24970
2010.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3374
2010.03,Registered banks,221,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,382937
2010.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,199465
2010.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,96164
2010.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,41275
2010.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,19256
2010.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Registered banks,221,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,26744
2010.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,33
2010.03,Registered banks,221,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,7162
2010.03,Registered banks,221,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,2124
2010.03,Registered banks,221,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,5038
2010.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-4893
2010.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,378043
2010.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,11039
2010.03,Other depository institutions,222,Financial assets Closing balance Total financial assets,LE00000,AFA0000,10748
2010.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,5
2010.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,5
2010.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,9856
2010.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2010.03,Other depository institutions,222,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,882
2010.03,Other depository institutions,222,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2010.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2010.03,Other depository institutions,222,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,11039
2010.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,10166
2010.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2010.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2010.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,873
2010.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2010.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2010.03,Other depository institutions,222,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,291
2010.03,Other depository institutions,222,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,275
2010.03,Other depository institutions,222,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,16
2010.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
2010.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,11039
2010.03,Investment funds,231,Closing balance total assets,LE00000,A000000,42947
2010.03,Investment funds,231,Financial assets Closing balance Total financial assets,LE00000,AFA0000,42820
2010.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,9692
2010.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,13608
2010.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,0
2010.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,19188
2010.03,Investment funds,231,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Investment funds,231,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2010.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,332
2010.03,Investment funds,231,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,42947
2010.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2010.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2010.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,42947
2010.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Investment funds,231,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2010.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2010.03,Investment funds,231,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,127
2010.03,Investment funds,231,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,127
2010.03,Investment funds,231,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,0
2010.03,Investment funds,231,Closing balance net worth,LE00000,B900000,-0
2010.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,42947
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,85153
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance Total financial assets,LE00000,AFA0000,84411
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,635
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,55194
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,22060
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,2766
2010.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives,LE00000,AFA0700,293
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3463
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,84082
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,57107
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,25626
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,505
2010.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,240
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,604
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,742
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,715
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,27
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,1072
2010.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total liabilities and net worth,LE00000,L000000,85153
2010.03,Insurance corporations,251,Closing balance total assets,LE00000,A000000,21592
2010.03,Insurance corporations,251,Financial assets Closing balance Total financial assets,LE00000,AFA0000,20256
2010.03,Insurance corporations,251,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Insurance corporations,251,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2010.03,Insurance corporations,251,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2010.03,Insurance corporations,251,Financial assets Closing balance loans,LE00000,AFA0400,C
2010.03,Insurance corporations,251,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6074
2010.03,Insurance corporations,251,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,556
2010.03,Insurance corporations,251,Financial assets Closing balance financial derivatives,LE00000,AFA0700,613
2010.03,Insurance corporations,251,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3653
2010.03,Insurance corporations,251,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,21603
2010.03,Insurance corporations,251,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Insurance corporations,251,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Insurance corporations,251,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2010.03,Insurance corporations,251,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2010.03,Insurance corporations,251,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,6538
2010.03,Insurance corporations,251,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,11598
2010.03,Insurance corporations,251,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,48
2010.03,Insurance corporations,251,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,751
2010.03,Insurance corporations,251,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1336
2010.03,Insurance corporations,251,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,975
2010.03,Insurance corporations,251,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,361
2010.03,Insurance corporations,251,Closing balance net worth,LE00000,B900000,-11
2010.03,Insurance corporations,251,Closing balance total liabilities and net worth,LE00000,L000000,21592
2010.03,Pension funds,261,Closing balance total assets,LE00000,A000000,35635
2010.03,Pension funds,261,Financial assets Closing balance Total financial assets,LE00000,AFA0000,35524
2010.03,Pension funds,261,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Pension funds,261,Financial assets Closing balance currency and deposits,LE00000,AFA0200,963
2010.03,Pension funds,261,Financial assets Closing balance debt securities,LE00000,AFA0300,2042
2010.03,Pension funds,261,Financial assets Closing balance loans,LE00000,AFA0400,0
2010.03,Pension funds,261,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,22455
2010.03,Pension funds,261,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,10064
2010.03,Pension funds,261,Financial assets Closing balance financial derivatives,LE00000,AFA0700,0
2010.03,Pension funds,261,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,0
2010.03,Pension funds,261,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,35635
2010.03,Pension funds,261,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Pension funds,261,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Pension funds,261,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2010.03,Pension funds,261,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2010.03,Pension funds,261,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2010.03,Pension funds,261,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,35635
2010.03,Pension funds,261,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,..
2010.03,Pension funds,261,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2010.03,Pension funds,261,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,111
2010.03,Pension funds,261,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,67
2010.03,Pension funds,261,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,44
2010.03,Pension funds,261,Closing balance net worth,LE00000,B900000,0
2010.03,Pension funds,261,Closing balance total liabilities and net worth,LE00000,L000000,35635
2010.03,Financial auxiliaries,270,Closing balance total assets,LE00000,A000000,4951
2010.03,Financial auxiliaries,270,Financial assets Closing balance Total financial assets,LE00000,AFA0000,3437
2010.03,Financial auxiliaries,270,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Financial auxiliaries,270,Financial assets Closing balance currency and deposits,LE00000,AFA0200,C
2010.03,Financial auxiliaries,270,Financial assets Closing balance debt securities,LE00000,AFA0300,C
2010.03,Financial auxiliaries,270,Financial assets Closing balance loans,LE00000,AFA0400,C
2010.03,Financial auxiliaries,270,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1009
2010.03,Financial auxiliaries,270,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Financial auxiliaries,270,Financial assets Closing balance financial derivatives,LE00000,AFA0700,..
2010.03,Financial auxiliaries,270,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,569
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,4951
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance debt securities,LE00000,AFL0300,C
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance loans,LE00000,AFL0400,C
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2725
2010.03,Financial auxiliaries,270,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,96
2010.03,Financial auxiliaries,270,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,420
2010.03,Financial auxiliaries,270,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,1514
2010.03,Financial auxiliaries,270,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1168
2010.03,Financial auxiliaries,270,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,346
2010.03,Financial auxiliaries,270,Closing balance net worth,LE00000,B900000,-0
2010.03,Financial auxiliaries,270,Closing balance total liabilities and net worth,LE00000,L000000,4951
2010.03,Captive financial institutions,281,Closing balance total assets,LE00000,A000000,277320
2010.03,Captive financial institutions,281,Financial assets Closing balance Total financial assets,LE00000,AFA0000,270573
2010.03,Captive financial institutions,281,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Captive financial institutions,281,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11025
2010.03,Captive financial institutions,281,Financial assets Closing balance debt securities,LE00000,AFA0300,18421
2010.03,Captive financial institutions,281,Financial assets Closing balance loans,LE00000,AFA0400,99914
2010.03,Captive financial institutions,281,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,108629
2010.03,Captive financial institutions,281,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Captive financial institutions,281,Financial assets Closing balance financial derivatives,LE00000,AFA0700,139
2010.03,Captive financial institutions,281,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,32445
2010.03,Captive financial institutions,281,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,279814
2010.03,Captive financial institutions,281,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Captive financial institutions,281,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Captive financial institutions,281,Financial liabilities Closing balance debt securities,LE00000,AFL0300,33071
2010.03,Captive financial institutions,281,Financial liabilities Closing balance loans,LE00000,AFL0400,94825
2010.03,Captive financial institutions,281,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,111308
2010.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2010.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,321
2010.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,40289
2010.03,Captive financial institutions,281,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,6746
2010.03,Captive financial institutions,281,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1470
2010.03,Captive financial institutions,281,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,5276
2010.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-2495
2010.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,277320
2010.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,192546
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance Total financial assets,LE00000,AFA0000,107668
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1824
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,15497
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,11648
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,16579
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,49948
2010.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives,LE00000,AFA0700,2051
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,10121
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,77146
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1822
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,45875
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,6353
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2010.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,10953
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,416
2010.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,11728
2010.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,84878
2010.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,61447
2010.03,Central government institutions excluding funded social insurance schemes,311,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,23432
2010.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,115400
2010.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,192546
2010.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,20577
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance Total financial assets,LE00000,AFA0000,20562
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1371
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,11184
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,6796
2010.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,..
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives,LE00000,AFA0700,186
2010.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1025
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,566
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2010.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2010.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,79
